name,category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at
Pure Storage,Enterprise Software|Storage,530856468,ipo,USA,CA,SF Bay Area,Mountain View,8,2009-09-01,2009-10-01,2014-08-11
Pure Technologies,Energy|Engineering Firms|Infrastructure|Technology|Utilities,3818587,ipo,CAN,AB,Calgary,Calgary,2,,2010-03-17,2011-04-27
PureWave Networks,Mobile,17000000,acquired,USA,CA,SF Bay Area,Santa Clara,3,2003-01-01,2008-12-04,2013-06-14
Pure360,Advertising|Email Marketing|SMS,15910140,operating,GBR,E2,London,Brighton,1,2001-01-01,2013-07-10,2013-07-10
PureBrands,Biotechnology,750000,operating,USA,FL,Palm Beaches,Boca Raton,1,2010-04-01,2010-12-20,2010-12-20
PureCars,Automotive,10000000,acquired,USA,SC,"Charleston, South Carolina",Charleston,2,2007-01-01,2013-01-08,2013-12-18
Purecomm,,-,operating,GBR,H9,London,London,1,,2013-05-01,2013-05-01
PureEnergy Solutions,Hardware + Software,7729998,closed,USA,CO,Denver,Boulder,1,2005-01-01,2009-11-09,2009-11-09
Pureflection Day Spa & Hair Studio,Consulting,-,operating,USA,SC,"Columbia, South Carolina",Columbia,1,2006-03-06,2014-07-26,2014-07-26
purefood,Consumer Goods|Fitness|Manufacturing,646277,operating,DEU,10,DEU - Other,Sankt Michaelisdonn,1,2014-02-28,2015-03-20,2015-03-20
PureForge,Automotive,1121449,operating,USA,CA,San Diego,Poway,1,2006-01-01,2011-04-22,2011-04-22
PureHistory,Search,5000,operating,USA,NJ,Newark,Somerset,1,2011-01-02,2011-01-02,2011-01-02
PureLiFi,Internet of Things|IT and Cybersecurity|Lighting|Location Based Services|Telecommunications|Wireless,4595242,operating,GBR,U8,Edinburgh,Edinburgh,3,,2012-01-01,2015-01-18
Purely Fashion,E-Commerce,-,operating,,,,,1,2012-09-01,2013-08-01,2013-08-01
Purely Proteins Limited,Biotechnology,3600000,operating,GBR,C3,London,Cambridge,2,,2003-11-26,2004-12-01
PurePhoto,Art|Photography,-,operating,USA,CA,Los Angeles,Westlake Village,2,2009-04-02,2009-01-01,2014-06-27
PurePlay,Gambling|Games,15401200,operating,USA,CA,SF Bay Area,San Francisco,3,2004-11-01,2007-02-28,2010-09-13
PurePredictive,Analytics|Big Data Analytics|Business Analytics|Cloud Computing,7112900,operating,USA,UT,Salt Lake City,Sandy,3,2011-01-01,2014-03-05,2015-08-10
Pureprint,Printing,16600216,operating,USA,WI,Milwaukee,Sussex,2,1926-01-01,2014-10-23,2015-01-06
Purer Skin,Cosmetics,463779,operating,SGP,,Singapore,Singapore,1,2013-04-10,2013-08-01,2013-08-01
PureSafe water systems,Clean Technology|Water|Water Purification,1415500,operating,USA,NY,Long Island,Plainview,4,,2009-08-14,2010-05-21
PureSense,Clean Technology,10281191,operating,USA,CA,SF Bay Area,Oakland,3,2002-01-01,2006-11-06,2009-12-14
Pureshield,,-,operating,USA,FL,Palm Beaches,Jupiter,1,2010-08-01,2014-01-14,2014-01-14
PureSight,Internet|IT and Cybersecurity|SaaS,3100000,acquired,ISR,2,Tel Aviv,Kfar Saba,1,1998-01-01,2003-09-10,2003-09-10
PureSignCo,,-,operating,GBR,G2,GBR - Other,Ryde,1,2014-05-13,2014-04-21,2014-04-21
PureTech Ventures,Finance|Technology,105000000,operating,USA,MA,Boston,Boston,2,,2014-10-20,2015-01-09
PureVideo Networks,Curated Web,8450000,closed,USA,CA,Los Angeles,Los Angeles,3,,2005-01-01,2007-09-12
Purewine,Nanotechnology|Technology|Wine And Spirits,335000,operating,,,,,2,2014-01-01,2014-08-28,2015-08-05
Purewire,Enterprise Software|IT and Cybersecurity|Reputation|SaaS|Security|Trusted Networks,4750000,acquired,USA,GA,Atlanta,Atlanta,3,2007-11-01,2007-11-01,2008-08-01
PureWow,Digital Media|Fashion|Lifestyle|Women,2500000,operating,USA,NY,New York City,New York,1,2010-09-01,2015-05-05,2015-05-05
PureWRX,Hardware|Monetization|Networking|Network Security,6500000,operating,USA,TX,Austin,Austin,2,2012-01-01,2014-02-10,2015-01-01
Purfresh,Clean Technology,65700000,operating,USA,CA,SF Bay Area,Menlo Park,11,1996-01-01,2005-04-26,2013-04-01
Puridify,Biotechnology,4830067.47772653,operating,GBR,,,,2,2013-03-01,2014-05-29,2015-10-21
Purigen Biosystems,Biotechnology,1030000,operating,USA,CA,CA - Other,Alviso,2,,2013-04-19,2014-08-05
Purism,Cyber Security|Data Privacy|Data Security|Hardware|Information Security|Linux|Notebooks|Open Source|Operating Systems|Software,1652015,operating,USA,CA,SF Bay Area,South San Francisco,3,,2015-01-01,2015-06-21
Purkinje Farms,Biotechnology|Medical,5000,operating,USA,FL,Ft. Lauderdale,Coconut Creek,1,2014-01-15,2014-11-15,2014-11-15
Purple,Technology,28000,operating,USA,CA,SF Bay Area,San Francisco,1,2012-01-01,2012-09-01,2012-09-01
Purple Binder,Health Care|Social Network Media|Software,-,operating,USA,IL,Chicago,Chicago,1,2012-01-01,2013-11-20,2013-11-20
Purple Blue Bo,Analytics,-,operating,,,,,1,,2009-08-18,2009-08-18
Purple Communications,Curated Web|Messaging|Telecommunications|Translation,5000000,operating,USA,CA,Sacramento,Rocklin,1,1994-01-01,2009-12-30,2009-12-30
Purple Deck Media,Android|Apps|Content Delivery|Mobile|NFC,420000,operating,USA,PA,PA - Other,Scotland,1,2013-01-01,2015-08-24,2015-08-24
Purple Harry,Curated Web,137250,operating,GBR,W3,,,1,2010-04-01,2013-12-30,2013-12-30
Purple Labs,Mobile,12670000,acquired,CHE,25,Dubendorf,Dubendorf,1,2001-01-01,2007-09-24,2007-09-24
Purple Ocean,,491227,operating,,,,,1,,2014-06-14,2014-06-14
Purple Squirrel Eduventures,Career Management|Education|Professional Services,300000,operating,IND,16,IND - Other,Bombay,2,2013-01-01,2014-07-01,2015-04-09
Purple Squirrel,Curated Web|Employment|Marketplaces|Recruiting,-,operating,USA,CA,SF Bay Area,San Francisco,1,2015-01-01,2015-01-01,2015-01-01
Purple WiFi,Mobile|Wireless,5000000,operating,GBR,,,,1,2012-10-01,2015-01-12,2015-01-12
PurpleBricks,Business Services|Marketing Automation|Marketplaces,13364740,operating,GBR,A7,Birmingham,Birmingham,1,2012-01-01,2014-08-18,2014-08-18
Crevo,Crowdsourcing|Design|Language Learning|Marketplaces|Online Shopping,1051271,operating,JPN,40,Tokyo,Tokyo,3,2012-06-05,2012-06-05,2015-02-01
PurpleTeal,Advertising,1505965,operating,USA,CA,SF Bay Area,Fremont,1,2006-01-01,2012-03-22,2012-03-22
Purplle,E-Commerce,-,operating,IND,16,Mumbai,Mumbai,2,2011-09-01,2013-08-26,2015-01-05
Purplu Logistics,CRM|Data Visualization|Enterprise Software|Gps|Logistics|NFC|Real Time|Software,269009,operating,CHL,12,Santiago,Santiago,3,2013-11-01,2013-05-01,2015-01-01
Purpose Global,Advertising|Assisitive Technology|Consulting|Entrepreneur,1442500,operating,USA,NY,New York City,New York,1,2011-01-01,2014-04-01,2014-04-01
echoecho,Android|Geospatial|iPhone|Location Based Services|Mobile,1500000,operating,USA,CA,Los Angeles,Hermosa Beach,2,2010-01-01,2011-09-08,2012-05-07
PurposeMatch,Apps|Career Planning|EdTech|Education|SaaS|Self Development,175000,operating,USA,TX,Dallas,Dallas,4,2012-03-01,2013-01-01,2013-10-30
Purse.IO,Bitcoin|Marketplaces,300000,operating,USA,CA,SF Bay Area,San Francisco,2,2014-01-01,2014-04-25,2014-11-27
Pursuit Management,Transportation,-,operating,USA,NV,Reno - Sparks,Carson City,1,,2013-10-10,2013-10-10
Pursuit Vascular,Health Care,10214900,operating,USA,MN,Minneapolis,Maple Grove,5,2009-01-01,2012-03-01,2015-04-06
Pursway,Analytics,17100000,operating,ISR,5,Tel Aviv,Herzliya,3,2005-01-01,2010-02-09,2013-10-03
Purveyour,Fashion|Shopping,175000,operating,,,,,1,2013-05-01,2014-06-05,2014-06-05
Push Computing,Apps|Enterprise Software|Mobile,2000000,operating,USA,CA,SF Bay Area,Menlo Park,1,,2011-11-14,2011-11-14
Push Energy,,-,operating,GBR,E4,London,Colchester,1,,2013-10-28,2013-10-28
Push Health,Health and Wellness,308009,operating,USA,CA,Los Angeles,Torrance,1,,2014-03-11,2014-03-11
Push IO,Software,200010,acquired,USA,CO,Denver,Boulder,1,2009-04-01,2013-11-05,2013-11-05
Push Presence,Business Services|Software,1160000,operating,USA,CA,SF Bay Area,San Francisco,1,2015-01-05,2015-01-29,2015-01-29
Push Technology,Digital Media|Information Services|Information Technology|Social Games|Software,5000000,operating,GBR,H9,London,London,1,,2014-08-12,2014-08-12
PUSH Wellness,Consumer Behavior|Corporate Wellness|Health and Wellness|Personal Health,161391,operating,USA,IL,Chicago,Chicago,2,2011-01-01,2012-04-04,2014-11-17
PushBots,Mobile,-,operating,EGY,11,Cairo,Cairo,1,2012-10-01,2012-10-01,2012-10-01
Pushbullet,Digital Media|File Sharing|Mobile,1500000,operating,USA,CA,SF Bay Area,San Francisco,2,,2014-01-01,2015-01-27
PushButton Labs,Games|Social Games|Social Media|Software|Technology|Video Games,-,closed,USA,OR,Eugene,Eugene,1,2009-05-28,2008-07-01,2008-07-01
PushCall,Direct Marketing|Internet Marketing|Software|VoIP,150000,operating,NLD,11,The Hague,Rijswijk,1,2007-04-30,2007-04-30,2007-04-30
PushCoin,Events|High Schools|Mobile Payments|NFC|Payments|Point of Sale|Software|Trading,140000,operating,USA,IL,Chicago,Geneva,1,2012-05-01,2012-05-01,2012-05-01
pushd,Apps|Mobile,3390000,operating,USA,CA,SF Bay Area,San Francisco,3,2012-01-01,2012-07-20,2015-01-26
Pusher,Cloud Computing|Enterprise Software|Real Time,1000000,operating,GBR,H9,London,London,2,2010-03-01,2010-06-01,2011-06-09
Pushfor,Content Delivery,821116,operating,,,,,1,2013-07-01,2014-01-20,2014-01-20
Pushing Green,Finance,150000,closed,USA,CA,San Diego,Carlsbad,1,2009-01-01,2010-04-01,2010-04-01
Pushing Innovation,Financial Services|FinTech,150000,operating,USA,CA,San Diego,San Diego,1,2013-01-01,2014-09-08,2014-09-08
Pushmote,Internet of Things|Location Based Services|Mobile|SaaS,118000,operating,USA,TX,Austin,Austin,1,2013-12-23,2015-03-23,2015-03-23
PushPage,Curated Web,1700000,operating,USA,MA,Boston,Cambridge,1,2012-01-01,2013-09-16,2013-09-16
Pushpay,Mobile Payments|Software,35094596.4625067,ipo,USA,WA,Seattle,Seattle,10,2011-07-25,2013-02-11,2015-10-05
PushPoint - Acquired by Capital One Bank,Advertising|Local Advertising|Location Based Services|Mobile Payments|Web Development,1350000,operating,USA,CA,SF Bay Area,San Francisco,1,2011-09-01,2012-11-26,2012-11-26
PushToTest,Internet|Open Source|Software|Testing,-,operating,USA,CA,SF Bay Area,Campbell,1,2006-01-01,2013-02-01,2013-02-01
Puteko,Augmented Reality|Design|Education,-,operating,JPN,40,Tokyo,Tokyo,2,2012-01-01,2013-09-30,2014-04-30
Putney,Biotechnology,49600064,operating,USA,ME,"Portland, Maine",Portland,5,2006-01-01,2009-11-02,2014-06-23
Putney Pasta,Consumer Goods|Services|Specialty Foods,2350000,operating,USA,VT,VT - Other,Brattleboro,1,,2008-07-01,2008-07-01
Puuilo,Hardware + Software,-,operating,FIN,8,FIN - Other,Kajaani,1,,2011-10-06,2011-10-06
Puzl,Freemium|SaaS|Search|Software|Web CMS,780000,operating,GBR,H9,London,London,2,2011-02-15,2011-05-15,2013-08-01
PuzzleSocial Inc.,Mobile Games,4700000,operating,USA,NY,New York City,New York,3,2010-01-01,2013-04-02,2014-12-22
Puzzlium,Mobile|Social Games,425000,operating,USA,CA,SF Bay Area,San Jose,4,,2014-04-12,2014-07-28
PV Evolution Labs,Commercial Solar|Energy Efficiency|Testing,235000,operating,USA,CA,SF Bay Area,San Francisco,2,2009-01-01,2012-04-01,2012-07-01
PV Nano Cell,Manufacturing,4925000,operating,,,,,2,2010-01-01,2013-08-23,2014-12-10
PVC Recycling,Manufacturing,757625,operating,GBR,O1,Stalybridge,Stalybridge,1,2007-01-01,2013-10-03,2013-10-03
PVelocity,Software,3360807,operating,CAN,ON,Toronto,Toronto,1,,2004-12-03,2004-12-03
PVP Live,Big Data|Video Games|Video Streaming,-,operating,USA,TX,Dallas,Frisco,1,2014-02-02,2014-02-04,2014-02-04
PVPower,Clean Energy|Clean Technology|E-Commerce|Renewable Energies|Solar|Startups,1009000,operating,USA,IL,Chicago,Chicago,2,2009-04-01,2010-06-01,2012-01-06
pvq,Estimation and Quoting|Solar|Startups,10000,operating,,,,,1,2014-11-01,2014-11-01,2014-11-01
pvXchange,,-,operating,,,,,1,,2011-04-01,2011-04-01
PWC Pure Water Corporation,Manufacturing,-,operating,CAN,BC,Delta,Delta,1,,2013-10-03,2013-10-03
Pwinty,Curated Web|Developer APIs|Postal and Courier Services|Printing,208688,operating,GBR,X5,Cardiff,Cardiff,1,2011-01-01,2014-03-10,2014-03-10
Pwnie Express,Software,5100000,operating,USA,MA,Boston,Boston,1,2009-01-01,2013-07-30,2013-07-30
PWRF,Semiconductors,38000000,operating,USA,TX,Austin,Austin,2,,2005-10-14,2006-06-26
Pximity,Advertising|Networking|Professional Networking|Social Media,15000,operating,USA,GA,Atlanta,Atlanta,1,,2014-09-10,2014-09-10
PxRadia,Biotechnology,50000,operating,USA,GA,Savannah,Savannah,1,2010-01-01,2014-04-07,2014-04-07
PYA Analytics,Biotechnology,500000,operating,USA,TN,Knoxville,Knoxville,1,,2014-01-30,2014-01-30
Pycno,Agriculture|Internet of Things|Sensors,40000,operating,GBR,H9,London,London,2,2014-03-30,2014-06-01,2015-07-06
pyco,Social Media,345000,operating,USA,WA,Seattle,Redmond,1,,2012-02-09,2012-02-09
Pyke,,-,closed,,,,,1,,2015-03-20,2015-03-20
Pylba,Mobile,1700000,closed,USA,CA,SF Bay Area,San Mateo,1,2012-03-01,2013-04-28,2013-04-28
Pymetrics,Curated Web|Marketplaces|Neuroscience|Recruiting,2500000,operating,USA,NY,New York City,New York,1,2012-01-01,2013-09-20,2013-09-20
Pyng Medical,Biotechnology,1357938,operating,CAN,ON,Toronto,Richmond Hill,3,,2011-01-11,2013-10-03
Pyramid Analytics,Analytics|Business Intelligence,41500000,operating,NLD,7,Amsterdam,Amsterdam,2,2008-01-01,2013-03-18,2015-10-20
Pyramid Screening Technology,Software,108000,operating,USA,CA,SF Bay Area,Pleasanton,1,,2010-01-22,2010-01-22
Pyreg,Manufacturing,-,operating,DEU,8,DEU - Other,Dörth,1,2009-01-31,2014-07-31,2014-07-31
Pyreos,Hardware + Software,6030000,operating,GBR,U8,Edinburgh,Edinburgh,2,2007-01-01,2010-07-14,2013-11-03
PyroGenesis,Clean Technology,4000000,ipo,CAN,QC,Montreal,Montréal,1,,2015-03-30,2015-03-30
Pyrolia,Apps|Content|Digital Media|Games|Mobile|Publishing,563806,operating,FRA,A8,Paris,Paris,1,2011-05-01,2011-05-02,2011-05-02
Pyron Solar,Clean Technology,-,operating,USA,CA,San Diego,San Diego,1,2004-01-01,2008-09-09,2008-09-09
Pythagoras Solar,Clean Technology,10000000,operating,ISR,2,Tel Aviv,Petah Tiqva,1,2007-01-01,2008-02-18,2008-02-18
Pyxis Technology,Software,18720000,acquired,USA,TX,Austin,Austin,4,,2006-06-26,2010-04-20
Pzoom,Mobile,-,operating,CHN,22,Beijing,Beijing,1,2006-03-01,2011-06-01,2011-06-01
Q-Bot,Software,-,operating,GBR,H9,London,London,1,,2014-07-03,2014-07-03
Q Care International,Biotechnology,7650000,operating,USA,GA,Atlanta,Marietta,2,1995-01-01,2014-02-18,2015-04-30
Q-Cells,Sales and Marketing|Services|Technology,12383031,acquired,DEU,14,DEU - Other,Wolfen,1,1999-01-01,2004-03-02,2004-03-02
Q Chip,Biotechnology,9699336,operating,GBR,X5,Cardiff,Cardiff,3,,2006-02-15,2011-05-20
Q Design,Design|Home Decor|Interior Design,5000,operating,CAN,ON,Toronto,Mississauga,1,2000-01-01,2013-09-30,2013-09-30
Q Designs,Consumer Electronics|Design|Fashion,200000,operating,USA,NY,New York City,New York,1,2013-08-12,2013-10-22,2013-10-22
Q-go,CRM|Customer Service|SaaS|Search|Software,-,acquired,NLD,7,Amsterdam,Diemen,1,1999-01-01,2004-08-05,2004-08-05
Q Holdings,Biotechnology,12018047,operating,USA,UT,Salt Lake City,Salt Lake City,2,,2008-02-15,2012-07-27
Q Interactive,Advertising,1500000,acquired,USA,FL,Ft. Lauderdale,Sunrise,1,1995-01-01,2005-09-01,2005-09-01
Q-Layer,Software,10669070,acquired,BEL,8,Brussels,Lochristi,2,2005-01-01,2006-05-30,2007-02-05
Q.branch,Business Productivity|Consulting,950000,operating,USA,CA,SF Bay Area,Palo Alto,1,2007-02-01,2007-04-01,2007-04-01
Q.ME,Mobile,-,operating,USA,AL,Birmingham,Birmingham,1,2011-08-14,2012-01-08,2012-01-08
Q Medical Centers,Health and Wellness,200000,closed,USA,FL,Orlando,Orlando,1,2012-01-01,2013-01-04,2013-01-04
Q-Validus,Content|Education|Services,402143,operating,IRL,7,Dublin,Dublin,1,2007-01-01,2015-03-30,2015-03-30
Q1 Labs,Security,34400000,acquired,USA,MA,Boston,Waltham,3,2001-01-01,2003-11-17,2007-01-01
Q2ebanking,Banking|Finance|FinTech|Software|Technology,20000000,ipo,USA,TX,Austin,Austin,1,2004-01-01,2013-03-21,2013-03-21
Q2Power,Energy,818591,operating,USA,OH,"Columbus, Ohio",Lancaster,1,,2015-06-18,2015-06-18
Q4 Open Source,,-,operating,,,,,1,,2011-04-26,2011-04-26
Q4 Web Systems,Business Intelligence|Investment Management|Mobile|Social Media|Stock Exchanges,5000000,operating,CAN,ON,Toronto,Toronto,1,2006-01-01,2014-09-01,2014-09-01
Q4bis,Software,6000000,closed,USA,CA,Anaheim,Irvine,1,,2007-07-25,2007-07-25
QA on Request,Software,50000,operating,CAN,QC,Montreal,Montréal,1,2011-07-01,2013-06-03,2013-06-03
"Qadium, Inc.",Software,5970000,operating,USA,CA,SF Bay Area,San Francisco,1,2012-05-01,2015-08-20,2015-08-20
Qafeer Makerspace,Education|Internet|Marketplaces,16400,operating,,,,,1,2015-03-01,2015-01-01,2015-01-01
Qalendra,Algorithms|Big Data|Developer APIs|Travel,80000,operating,USA,WA,Seattle,Seattle,1,2013-05-01,2013-03-01,2013-03-01
Qapital,Banking|Finance|Personal Finance,1800000,operating,,,,,2,2012-01-01,2013-05-16,2014-12-17
Qardio,Health and Wellness,948000,operating,USA,CA,SF Bay Area,San Francisco,1,2012-01-01,2013-12-02,2013-12-02
Qashops,Manufacturing,1123633,operating,ESP,51,ESP - Other,Sevilla,1,2014-09-01,2015-09-01,2015-09-01
QASymphony,Software,2500000,operating,USA,GA,Atlanta,Atlanta,1,2011-06-13,2015-01-29,2015-01-29
Qbaka,Software,245000,operating,RUS,,,,2,2012-01-01,2012-10-01,2013-09-09
QBE,Consulting,528124,operating,USA,VA,VA - Other,Haymarket,1,2008-01-01,2010-12-21,2010-12-21
Qbic,Restaurants,-,operating,GBR,H9,London,London,1,,2012-06-01,2012-06-01
QBInternational,EdTech|Education,820000,operating,USA,CA,SF Bay Area,San Rafael,1,,2006-11-15,2006-11-15
Qbit Technologies Inc,Artificial Intelligence|Digital Entertainment|E-Commerce|Education|Internet|Internet of Things|Sales and Marketing|Serious Games|Technology|Virtual Worlds,40000,operating,USA,CA,SF Bay Area,Palo Alto,1,2013-04-17,2013-07-30,2013-07-30
Qbix,Apps|Contact Management|Internet|Social Media|Software,312000,operating,USA,NY,New York City,New York,3,2011-01-01,2011-09-15,2015-01-31
QBotix,Clean Technology|Hardware,23500000,closed,USA,CA,SF Bay Area,Menlo Park,3,2010-01-01,2012-09-04,2014-05-14
Qbox.io,Analytics|E-Commerce|Enterprise Search|Enterprise Software|Search,2858333,operating,USA,AR,Fayetteville,Fayetteville,3,2012-05-01,2013-08-29,2015-08-26
QBuy,Apps|Marketplaces|Mobile|Mobile Commerce|Mobile Payments|SaaS,679529,operating,DNK,17,Copenhagen,Copenhagen,1,2012-01-01,2013-12-01,2013-12-01
QCoefficient,Clean Technology|Energy Efficiency|Smart Grid,7970000,operating,USA,IL,Chicago,Chicago,2,2007-01-01,2010-10-07,2011-07-07
qcue,Concerts|Consulting|Entertainment|Price Comparison|Software|Sports|Technology,1125000,operating,USA,TX,Austin,Austin,2,2007-01-01,2008-08-15,2009-10-22
QD Vision,Nanotechnology|Organic|Semiconductors|Video,132999998,operating,USA,MA,Boston,Lexington,10,2004-08-01,2005-08-01,2015-11-09
qDatum,Analytics|Big Data|Cloud Computing,-,operating,POL,87,Szczecin,Szczecin,1,2014-01-01,2014-08-11,2014-08-11
QderoPateo Communications,Messaging,3400000,closed,CHN,30,Tianjin,Tianjin,1,,2010-10-25,2010-10-25
QDiscovery,,-,operating,USA,CT,Hartford,New London,1,,2015-06-29,2015-06-29
Qdration,Environmental Innovation,-,closed,,,,,1,,2015-04-03,2015-04-03
QED | EVEREST EDUSYS AND SOLUTIONS,Education|K-12 Education|Training,941697,operating,IND,25,Chennai,Chennai,1,,2014-03-24,2014-03-24
Qerja,,-,operating,IDN,4,Jakarta,Jakarta,1,2014-02-15,2015-03-05,2015-03-05
Qewz,Public Relations,215029,operating,USA,CA,SF Bay Area,San Francisco,2,,2009-10-30,2010-07-08
QFO Labs,Health Care,200000,operating,USA,MN,Minneapolis,Bloomington,1,2010-01-01,2013-02-27,2013-02-27
QFPay,Finance|FinTech|Mobile Payments,16500000,operating,CHN,22,Beijing,Beijing,2,,2013-01-01,2014-01-22
Qgiv,Nonprofits,1400000,operating,USA,FL,Tampa,Lakeland,3,2005-01-01,2011-01-31,2012-11-16
QHB HOLDINGS,Consumer Electronics|Manufacturing|Services,15000000,operating,USA,NC,Raleigh,Cary,1,2004-01-01,2009-06-25,2009-06-25
Qian Xiao’er,Mobile,164744,operating,,,,,1,,2014-02-01,2014-02-01
qianchengwuyou,Human Resources|Service Providers,12510000,ipo,,,,,2,,2001-10-01,2002-01-01
Qiandao,Games,-,operating,CHN,22,Beijing,Beijing,2,1995-01-01,1994-08-01,1996-08-01
Qianmi,E-Commerce,8000000,operating,CHN,,,,1,,2014-06-26,2014-06-26
Qianxs.com,Travel,1612036,operating,,,,,1,,2014-04-01,2014-04-01
Qifang,Finance,200000,closed,CHN,23,Shanghai,Shanghai,1,2007-08-01,2007-01-01,2007-01-01
Qijia Science and Technology,E-Commerce,162954,operating,,,,,1,,2014-03-01,2014-03-01
Qik,Mobile|Video,16600000,acquired,USA,CA,SF Bay Area,Redwood City,5,2006-06-01,2008-04-09,2011-01-06
Qik Stay,Hospitality|Hotels|Lifestyle,250000,operating,,,,,1,2015-06-01,2015-10-24,2015-10-24
Qikpod,Logistics,9000000,operating,IND,19,Bangalore,Bangalore,1,2015-01-01,2015-11-30,2015-11-30
QikServe,Hospitality|Mobile|Restaurants,1651194,operating,DEU,12,DEU - Other,Rödlin,2,2011-01-01,2012-01-01,2014-08-20
